0,Shanghai  China,NA,8,31.245,121.495,10,"Data Version: 4.0 / Type: Timeseries / LatLon Resolution: 0.010 / Time Resolution: 60 minutes / Averaging Method: End of Period / TD: No / Copyright 2010-2025 Clean Power Research®, L.L.C. DownloadID=f322faaf-add9-4279-8d57-6cdc06af4179"
ObservationTime(LST),Global Horizontal Irradiance (GHI) W/m2,Direct Normal Irradiance (DNI) W/m2,AmbientTemperature (deg C),WindSpeed (m/s),Wind Direction (degrees),Wind-Speed 100m (m/s),Wind Direction 100m (degrees),WindGust (m/s),Relative Humidity (%),Liquid Precipitation (kg/m2),Solid Precipitation (kg/m2),Snow Depth (m),Clear Sky GHI,Clear Sky DNI,Clear Sky DHI,IrradianceObservationType,LeadTime,DataVersion,ObservationTime(GMT),Diffuse Horizontal Irradiance (DIF) W/m2,AmbientTemperatureObservationType,WindSpeedObservationType,Albedo,Particulate Matter 10 (µg/m3),Particulate Matter 2.5 (µg/m3)
04/25/2025 10:00,769,543,17,5,63,,,9.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 02:00,337,O,O,0.09,,
04/25/2025 11:00,912,687,19,4,63,,,9.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 03:00,295,O,O,0.09,,
04/25/2025 12:00,990,738,19,4,60,,,9.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 04:00,291,O,O,0.09,,
04/25/2025 13:00,993,774,19,4,62,,,9.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 05:00,266,O,O,0.09,,
04/25/2025 14:00,923,783,20,4,66,,,9.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 06:00,237,O,O,0.09,,
04/25/2025 15:00,789,768,20,4,70,,,9,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 07:00,204,O,O,0.09,,
04/25/2025 16:00,602,715,19,4,74,,,8.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 08:00,171,O,O,0.09,,
04/25/2025 17:00,383,569,18,4,80,,,8.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 09:00,149,O,O,0.09,,
04/25/2025 18:00,149,265,17,4,86,,,8,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 10:00,96,O,O,0.09,,
04/25/2025 19:00,8,1,15,3,96,,,6.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 11:00,8,O,O,0.09,,
04/25/2025 20:00,0,0,15,2,99,,,4.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 12:00,0,O,O,0.09,,
04/25/2025 21:00,0,0,14,2,101,,,3.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 13:00,0,O,O,0.09,,
04/25/2025 22:00,0,0,14,2,107,,,3.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 14:00,0,O,O,0.09,,
04/25/2025 23:00,0,0,13,2,110,,,3.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 15:00,0,O,O,0.09,,
04/26/2025 00:00,0,0,13,2,117,,,3.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 16:00,0,O,O,0.09,,
04/26/2025 01:00,0,0,12,2,129,,,3.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 17:00,0,O,O,0.09,,
04/26/2025 02:00,0,0,12,2,145,,,3.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 18:00,0,O,O,0.09,,
04/26/2025 03:00,0,0,13,2,159,,,4.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 19:00,0,O,O,0.09,,
04/26/2025 04:00,0,0,13,2,159,,,4.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 20:00,0,O,O,0.09,,
04/26/2025 05:00,0,0,13,2,149,,,4.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/25/2025 21:00,0,O,O,0.09,,
04/26/2025 06:00,25,15,14,2,133,,,4.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 22:00,24,O,O,0.09,,
04/26/2025 07:00,183,264,17,3,116,,,5.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 23:00,115,O,O,0.09,,
04/26/2025 08:00,438,578,17,3,120,,,6.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 00:00,168,O,O,0.09,,
04/26/2025 09:00,652,762,18,4,130,,,8.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 01:00,156,O,O,0.09,,
04/26/2025 10:00,823,810,19,4,139,,,9.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 02:00,176,O,O,0.09,,
04/26/2025 11:00,918,693,21,5,145,,,9.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 03:00,294,O,O,0.09,,
04/26/2025 12:00,693,293,21,5,148,,,10.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 04:00,415,O,O,0.09,,
04/26/2025 13:00,916,637,21,5,149,,,10.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 05:00,316,O,O,0.09,,
04/26/2025 14:00,843,628,22,5,152,,,10.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 06:00,292,O,O,0.09,,
04/26/2025 15:00,793,811,22,5,153,,,10.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 07:00,174,O,O,0.09,,
04/26/2025 16:00,608,762,22,5,148,,,10.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 08:00,148,O,O,0.09,,
04/26/2025 17:00,354,424,21,5,142,,,9.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 09:00,179,O,O,0.09,,
04/26/2025 18:00,69,14,20,4,142,,,8.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 10:00,66,O,O,0.09,,
04/26/2025 19:00,4,0,17,4,141,,,7.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 11:00,4,O,O,0.09,,
04/26/2025 20:00,0,0,17,4,133,,,6.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 12:00,0,O,O,0.09,,
04/26/2025 21:00,0,0,17,5,133,,,6.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 13:00,0,O,O,0.09,,
04/26/2025 22:00,0,0,16,4,136,,,6.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 14:00,0,O,O,0.09,,
04/26/2025 23:00,0,0,16,4,138,,,6.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 15:00,0,O,O,0.09,,
04/27/2025 00:00,0,0,16,4,142,,,6,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 16:00,0,O,O,0.09,,
04/27/2025 01:00,0,0,16,4,142,,,6.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 17:00,0,O,O,0.09,,
04/27/2025 02:00,0,0,16,4,143,,,6.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 18:00,0,O,O,0.09,,
04/27/2025 03:00,0,0,16,4,144,,,7.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 19:00,0,O,O,0.09,,
04/27/2025 04:00,0,0,16,5,144,,,7.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 20:00,0,O,O,0.09,,
04/27/2025 05:00,0,0,15,4,143,,,7.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/26/2025 21:00,0,O,O,0.09,,
04/27/2025 06:00,5,0,16,4,145,,,7.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 22:00,5,O,O,0.09,,
04/27/2025 07:00,47,0,17,4,136,,,8.1,,0.0593,0,,,,,AD,,SolarAnywhere4_0,04/26/2025 23:00,47,O,O,0.09,,
04/27/2025 08:00,155,6,17,5,132,,,8.8,,0.4601,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 00:00,152,O,O,0.09,,
04/27/2025 09:00,118,1,18,6,146,,,9.3,,0.7053,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 01:00,117,O,O,0.09,,
04/27/2025 10:00,127,0,18,6,157,,,9.7,,0.2365,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 02:00,127,O,O,0.09,,
04/27/2025 11:00,177,2,19,6,168,,,9.9,,0.0418,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 03:00,175,O,O,0.09,,
04/27/2025 12:00,196,4,18,6,180,,,9.6,,0.0034,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 04:00,192,O,O,0.09,,
04/27/2025 13:00,496,179,18,4,186,,,8.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 05:00,327,O,O,0.09,,
04/27/2025 14:00,536,183,19,4,193,,,7.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 06:00,375,O,O,0.09,,
04/27/2025 15:00,332,44,19,3,199,,,7,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 07:00,298,O,O,0.09,,
04/27/2025 16:00,98,0,19,3,205,,,6.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 08:00,98,O,O,0.09,,
04/27/2025 17:00,155,80,20,2,214,,,5.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 09:00,122,O,O,0.09,,
04/27/2025 18:00,19,0,19,2,226,,,4.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 10:00,19,O,O,0.09,,
04/27/2025 19:00,1,0,18,1,242,,,3.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 11:00,1,O,O,0.09,,
04/27/2025 20:00,0,0,18,1,179,,,2.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 12:00,0,O,O,0.09,,
04/27/2025 21:00,0,0,17,1,175,,,2.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 13:00,0,O,O,0.09,,
04/27/2025 22:00,0,0,18,1,178,,,2.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 14:00,0,O,O,0.09,,
04/27/2025 23:00,0,0,17,2,219,,,2.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 15:00,0,O,O,0.09,,
04/28/2025 00:00,0,0,17,2,263,,,2.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 16:00,0,O,O,0.09,,
04/28/2025 01:00,0,0,16,2,283,,,3.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 17:00,0,O,O,0.09,,
04/28/2025 02:00,0,0,16,2,299,,,3.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 18:00,0,O,O,0.09,,
04/28/2025 03:00,0,0,16,3,310,,,4.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 19:00,0,O,O,0.09,,
04/28/2025 04:00,0,0,16,3,317,,,5.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 20:00,0,O,O,0.09,,
04/28/2025 05:00,0,0,16,4,331,,,6.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/27/2025 21:00,0,O,O,0.09,,
04/28/2025 06:00,12,0,15,4,343,,,7,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 22:00,12,O,O,0.09,,
04/28/2025 07:00,153,133,16,4,1,,,7.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/27/2025 23:00,118,O,O,0.09,,
04/28/2025 08:00,345,271,16,4,12,,,8.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 00:00,217,O,O,0.09,,
04/28/2025 09:00,542,396,16,4,12,,,8.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 01:00,282,O,O,0.09,,
04/28/2025 10:00,740,534,17,4,10,,,8.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 02:00,311,O,O,0.09,,
04/28/2025 11:00,857,567,20,4,12,,,8.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 03:00,344,O,O,0.09,,
04/28/2025 12:00,933,631,20,4,9,,,8.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 04:00,332,O,O,0.09,,
04/28/2025 13:00,920,623,21,4,8,,,9.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 05:00,332,O,O,0.09,,
04/28/2025 14:00,839,577,23,4,12,,,9.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 06:00,331,O,O,0.09,,
04/28/2025 15:00,697,509,22,5,14,,,9.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 07:00,307,O,O,0.09,,
04/28/2025 16:00,533,469,22,5,19,,,9.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 08:00,248,O,O,0.09,,
04/28/2025 17:00,334,354,20,5,23,,,9.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 09:00,187,O,O,0.09,,
04/28/2025 18:00,129,138,19,4,27,,,9,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 10:00,101,O,O,0.09,,
04/28/2025 19:00,10,4,18,4,38,,,7.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 11:00,10,O,O,0.09,,
04/28/2025 20:00,0,0,17,2,47,,,5.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 12:00,0,O,O,0.09,,
04/28/2025 21:00,0,0,17,2,53,,,4,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 13:00,0,O,O,0.09,,
04/28/2025 22:00,0,0,16,2,64,,,3.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 14:00,0,O,O,0.09,,
04/28/2025 23:00,0,0,15,2,75,,,3.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 15:00,0,O,O,0.09,,
04/29/2025 00:00,0,0,14,2,98,,,3.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 16:00,0,O,O,0.09,,
04/29/2025 01:00,0,0,14,2,125,,,3.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 17:00,0,O,O,0.09,,
04/29/2025 02:00,0,0,13,2,153,,,3,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 18:00,0,O,O,0.09,,
04/29/2025 03:00,0,0,13,2,173,,,3.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 19:00,0,O,O,0.09,,
04/29/2025 04:00,0,0,12,2,196,,,3.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 20:00,0,O,O,0.09,,
04/29/2025 05:00,0,0,12,2,207,,,3.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/28/2025 21:00,0,O,O,0.09,,
04/29/2025 06:00,34,45,13,1,210,,,3.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 22:00,32,O,O,0.09,,
04/29/2025 07:00,212,356,15,2,200,,,3.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/28/2025 23:00,116,O,O,0.09,,
04/29/2025 08:00,447,618,15,2,183,,,4.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 00:00,154,O,O,0.09,,
04/29/2025 09:00,664,757,16,2,170,,,4.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 01:00,166,O,O,0.09,,
04/29/2025 10:00,842,801,18,2,168,,,5.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 02:00,197,O,O,0.09,,
04/29/2025 11:00,941,776,22,2,167,,,6.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 03:00,238,O,O,0.09,,
04/29/2025 12:00,1025,844,23,3,161,,,7.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 04:00,220,O,O,0.09,,
04/29/2025 13:00,1003,837,24,4,162,,,8.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 05:00,211,O,O,0.09,,
04/29/2025 14:00,916,798,25,5,163,,,9.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 06:00,212,O,O,0.09,,
04/29/2025 15:00,786,744,25,5,160,,,9.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 07:00,215,O,O,0.09,,
04/29/2025 16:00,578,563,24,5,155,,,9.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 08:00,235,O,O,0.09,,
04/29/2025 17:00,281,198,24,4,151,,,9.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 09:00,198,O,O,0.09,,
04/29/2025 18:00,116,98,22,4,151,,,8.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 10:00,96,O,O,0.09,,
04/29/2025 19:00,11,10,19,4,152,,,7.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/29/2025 11:00,11,O,O,0.09,,
04/29/2025 20:00,0,0,19,4,154,,,7.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/29/2025 12:00,0,O,O,0.09,,
04/29/2025 21:00,0,0,19,5,158,,,8.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/29/2025 13:00,0,O,O,0.09,,
04/29/2025 22:00,0,0,18,5,160,,,8.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/29/2025 14:00,0,O,O,0.09,,
04/29/2025 23:00,0,0,18,5,163,,,9.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/29/2025 15:00,0,O,O,0.09,,
04/30/2025 00:00,0,0,19,6,165,,,9.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/29/2025 16:00,0,O,O,0.09,,
